63,133
63,134
63,147
64,57
64,58
64,68
64,69
64,86
64,87
65,57
65,58
65,68
65,69
65,86
65,87
67,185
67,186
67,188
67,189
68,49
68,184
68,185
68,186
68,188
68,189
68,190
69,48
69,49
69,50
69,152
69,153
70,12
70,40
70,41
70,47
70,48
70,49
70,50
70,51
70,153
71,12
71,40
71,46
71,48
71,50
71,52
71,153
71,155
71,176
72,12
72,38
72,40
72,46
72,47
72,51
72,52
72,154
72,155
72,176
72,177
73,7
73,8
73,38
73,39
73,175
73,177
73,191
73,192
73,193
74,6
74,9
74,21
74,22
74,23
74,191
74,193
74,197
75,7
75,8
75,21
75,24
75,114
75,115
75,191
75,192
75,193
75,197
76,25
76,114
76,115
76,182
76,183
77,21
77,24
77,81
77,82
77,182
77,183
77,184
77,186
77,187
78,21
78,22
78,23
78,46
78,47
78,81
78,82
78,161
78,162
78,163
78,181
78,182
78,183
78,186
78,187
79,30
79,31
79,47
79,161
79,177
79,178
79,180
79,182
79,187
80,29
80,31
80,44
80,45
80,46
80,162
80,176
80,177
80,178
80,179
80,180
80,184
80,186
81,31
81,44
81,176
81,177
81,180
81,183
81,185
82,174
82,178
82,179
82,182
83,10
83,13
83,18
83,19
83,72
83,73
83,173
83,174
83,175
83,179
83,180
83,182
83,183
84,10
84,12
84,14
84,15
84,17
84,20
84,62
84,63
84,73
84,74
84,173
84,174
84,175
84,179
84,182
85,6
85,10
85,12
85,18
85,20
85,62
85,72
85,164
85,165
85,173
85,174
85,176
85,181
85,186
86,6
86,19
86,28
86,29
86,53
86,54
86,60
86,62
86,162
86,165
86,174
86,175
86,176
86,177
86,178
86,180
86,186
87,5
87,6
87,7
87,8
87,28
87,30
87,52
87,53
87,54
87,60
87,61
87,153
87,154
87,161
87,169
87,170
87,176
87,177
87,178
87,179
87,185
87,186
87,192
88,0
88,1
88,2
88,8
88,9
88,23
88,24
88,31
88,39
88,40
88,49
88,51
88,52
88,153
88,154
88,161
88,168
88,171
88,178
88,185
88,186
88,187
88,192
89,3
89,4
89,5
89,8
89,9
89,22
89,25
89,28
89,31
89,39
89,40
89,49
89,52
89,161
89,169
89,170
89,181
89,182
89,184
89,188
90,3
90,4
90,5
90,23
90,24
90,31
90,49
90,51
90,52
90,162
90,165
90,181
90,184
90,188
91,3
91,5
91,28
91,30
91,43
91,44
91,52
91,53
91,54
91,132
91,133
91,164
91,165
91,182
91,183
91,184
91,187
91,188
92,3
92,7
92,8
92,9
92,28
92,29
92,42
92,44
92,53
92,54
92,70
92,133
92,183
93,2
93,3
93,7
93,42
93,70
93,71
93,72
93,133
93,135
94,3
94,41
94,42
94,73
94,134
94,135
95,4
95,5
95,6
95,72
95,73
95,83
96,5
96,6
96,84
96,85
96,110
96,111
96,112
97,46
97,83
97,84
97,110
97,111
97,112
98,44
98,45
98,46
98,111
99,43
99,111
100,43
100,44
100,111
101,110
101,112
102,75
103,74
103,75
103,76
103,98
103,100
104,73
104,74
104,75
104,76
104,77
104,99
104,100
104,110
104,112
104,163
104,164
105,41
105,50
105,72
105,73
105,77
105,78
105,99
105,111
105,163
105,164
106,40
106,41
106,42
106,50
106,51
106,111
107,39
107,40
107,41
107,42
107,43
107,49
107,51
107,111
108,38
108,40
108,42
108,44
108,76
108,110
108,111
108,112
109,38
109,39
109,43
109,44
109,76
109,81
109,96
109,110
109,111
109,112
110,79
110,80
110,88
110,89
110,97
110,98
111,72
111,73
111,80
111,81
111,88
111,89
111,96
111,97
111,154
112,43
112,44
112,73
112,153
112,155
113,43
113,44
113,70
113,71
113,72
113,152
113,153
113,155
113,156
114,45
114,70
114,156
115,43
115,44
115,45
115,156
115,158
116,41
116,152
116,157
116,159
116,160
117,41
117,42
117,43
117,44
117,45
117,151
117,152
117,154
117,155
117,159
117,161
118,42
118,43
118,113
118,152
118,157
118,158
118,161
119,111
119,113
119,149
119,150
119,151
119,152
119,158
120,112
120,113
120,148
120,149
120,152
120,157
120,158
120,160
121,40
121,41
121,45
121,46
121,147
121,148
121,150
121,151
121,154
121,159
122,41
122,42
122,43
122,44
122,45
122,148
122,150
122,155
122,157
122,158
123,41
123,42
123,44
123,45
123,149
123,150
123,155
123,156
124,41
124,42
124,44
124,45
125,42
125,43
125,44
125,113
126,114
126,115
126,154
126,155
127,62
127,63
127,96
127,97
127,113
127,114
127,117
127,118
127,154
127,155
128,63
128,64
128,97
128,98
128,118
128,119
129,45
129,46
129,56
129,57
129,58
129,63
129,64
129,97
129,98
129,118
129,119
129,159
129,160
129,164
129,165
130,45
130,86
130,159
130,160
130,164
130,165
131,46
131,47
131,48
131,70
131,71
131,86
132,48
132,69
132,72
132,86
133,70
133,71
134,90
134,91
134,126
134,127
135,91
135,92
135,126
135,127
136,90
137,96
138,96
138,97
138,98
138,114
138,115
138,162
138,163
139,99
139,114
139,115
139,162
139,163
140,98
140,99
141,104
141,105
142,71
142,72
142,105
142,106
142,114
142,115
142,116
143,70
143,73
143,89
143,104
143,114
143,115
143,116
144,70
144,72
144,87
144,88
144,89
145,71
145,86
146,86
146,87
147,112
147,113
147,117
147,118
148,113
148,114
148,115
148,116
148,117
149,114
149,115
149,116
150,115
151,109
151,110
151,111
152,81
152,82
152,86
152,87
152,109
153,84
153,110
154,81
154,87
155,82
155,83
155,85
155,86
156,83
156,85
156,89
156,90
156,103
156,105
157,84
157,90
157,91
157,103
157,104
158,84
158,89
158,104
159,112
159,113
159,114
161,112
161,114
162,81
162,82
162,111
162,112
162,113
162,114
162,115
163,82
163,110
163,111
163,115
163,116
164,60
164,61
164,79
164,80
164,81
164,110
164,111
164,115
164,116
165,61
165,62
165,79
165,89
165,90
165,91
166,60
166,89
167,90
169,80
169,81
169,103
169,104
170,81
170,98
170,103
170,104
170,115
170,116
171,81
171,83
171,92
171,93
171,95
171,96
171,97
171,98
171,99
171,106
171,107
171,115
172,82
172,83
172,91
172,96
172,97
172,100
172,106
172,107
172,108
172,116
172,117
172,118
173,90
173,99
173,100
173,106
173,107
173,118
174,90
174,98
174,103
174,104
174,112
174,113
175,90
175,103
175,104
175,112
175,114
176,5
176,6
176,28
176,30
176,91
176,114
177,6
177,26
177,30
177,92
177,93
177,114
177,115
178,6
178,8
178,18
178,26
179,1
179,7
179,8
179,17
179,18
179,19
179,20
179,25
179,30
179,39
179,40
180,1
180,2
180,3
180,16
180,17
180,19
180,21
180,26
180,39
180,40
181,4
181,15
181,16
181,17
181,19
181,22
181,26
181,30
182,3
182,4
182,16
182,17
182,19
182,21
182,28
182,30
183,17
183,18
183,19
183,20
184,18
185,29
186,27
186,29
187,28
187,29
188,3
188,4
188,8
188,9
189,3
189,4
189,8
189,9
190,20
190,21
190,33
190,34
191,20
191,21
191,33
191,34
191,75
191,76
192,76
192,77
193,76
193,77
194,30
194,31
195,31
195,32
195,38
195,39
196,3
196,4
196,30
196,38
196,40
197,0
197,1
197,3
197,4
197,40
198,5
198,40
198,41
199,0
199,4
203,1
203,3
203,4
204,1
204,2
204,7
205,6
205,8
205,34
205,35
206,6
206,9
206,34
207,7
207,8
207,22
207,23
207,32
207,34
208,20
208,24
208,32
208,33
209,19
209,25
210,18
210,19
210,21
210,25
211,19
211,25
212,15
212,16
212,20
212,24
213,4
213,5
213,14
213,16
213,22
213,23
213,127
214,4
214,5
214,14
214,127
214,129
215,13
215,14
215,130
215,131
215,138
215,139
216,116
216,117
216,130
216,131
216,136
216,140
217,116
217,117
217,130
217,131
217,135
217,141
217,150
217,151
218,127
218,129
218,134
218,135
218,137
218,141
218,150
218,151
219,127
219,135
219,141
220,136
220,140
221,138
221,139
222,128
223,126
223,127
224,127
224,128
230,119
230,121
231,119
231,120
232,120
237,112
237,113
238,111
238,113
239,111
240,110
240,111
